"plant_species","plant_species_code","animal_species","animal_species_code","frequency"
"Cestrum_lorentzianum","P05","Turdus_nigriceps","B23",0
"Cestrum_lorentzianum","P05","Turdus_rufiventris","B24",1
"Cestrum_lorentzianum","P05","Vireo.olivaceus","B25",0
"Cestrum_strigillatum","P06","Arremon_flavirostris","B01",0
"Cestrum_strigillatum","P06","Atlapetes_citrinellus","B02",0
"Cestrum_strigillatum","P06","Carduelis_magellanica","B03",0
"Cestrum_strigillatum","P06","Catharus_ustulatus","B04",0
"Cestrum_strigillatum","P06","Chlorospingus_ophthalmicus","B05",0
"Cestrum_strigillatum","P06","Cyanocorax_chrysops","B06",0
"Cestrum_strigillatum","P06","Elaenia_albiceps","B07",0
"Cestrum_strigillatum","P06","Elaenia_obscura","B08",0
"Cestrum_strigillatum","P06","Elaenia_parvirostris","B09",0
"Cestrum_strigillatum","P06","Elaenia_spectabilis","B10",0
"Cestrum_strigillatum","P06","Euphonia_chlorotica","B11",0
"Cestrum_strigillatum","P06","Euphonia_cyanocephala","B12",0
"Cestrum_strigillatum","P06","Pachyramphus_validus","B13",0
"Cestrum_strigillatum","P06","Parula_pitiayumi","B14",0
"Cestrum_strigillatum","P06","Penelope_obscura","B15",0
"Cestrum_strigillatum","P06","Pheucticus_aureoventris","B16",0
"Cestrum_strigillatum","P06","Phylloscartes_ventralis","B17",0
"Cestrum_strigillatum","P06","Pipraeidea_melanonota","B18",0
"Cestrum_strigillatum","P06","Piranga_flava","B19",0
"Cestrum_strigillatum","P06","Poospiza_erythrophrys","B20",0
"Cestrum_strigillatum","P06","Syndactyla_rufosuperciliata","B21",0
"Cestrum_strigillatum","P06","Thraupis_sayaca","B22",1
"Cestrum_strigillatum","P06","Turdus_nigriceps","B23",0
"Cestrum_strigillatum","P06","Turdus_rufiventris","B24",2
"Cestrum_strigillatum","P06","Vireo.olivaceus","B25",0
"Chamissoa_altissima","P07","Arremon_flavirostris","B01",0
"Chamissoa_altissima","P07","Atlapetes_citrinellus","B02",0
"Chamissoa_altissima","P07","Carduelis_magellanica","B03",0
"Chamissoa_altissima","P07","Catharus_ustulatus","B04",0
"Chamissoa_altissima","P07","Chlorospingus_ophthalmicus","B05",6
"Chamissoa_altissima","P07","Cyanocorax_chrysops","B06",0
"Chamissoa_altissima","P07","Elaenia_albiceps","B07",4
"Chamissoa_altissima","P07","Elaenia_obscura","B08",0
"Chamissoa_altissima","P07","Elaenia_parvirostris","B09",0
"Chamissoa_altissima","P07","Elaenia_spectabilis","B10",0
"Chamissoa_altissima","P07","Euphonia_chlorotica","B11",0
"Chamissoa_altissima","P07","Euphonia_cyanocephala","B12",0
"Chamissoa_altissima","P07","Pachyramphus_validus","B13",0
"Chamissoa_altissima","P07","Parula_pitiayumi","B14",0
"Chamissoa_altissima","P07","Penelope_obscura","B15",0
"Chamissoa_altissima","P07","Pheucticus_aureoventris","B16",1
"Chamissoa_altissima","P07","Phylloscartes_ventralis","B17",2
"Chamissoa_altissima","P07","Pipraeidea_melanonota","B18",0
"Chamissoa_altissima","P07","Piranga_flava","B19",0
"Chamissoa_altissima","P07","Poospiza_erythrophrys","B20",0
"Chamissoa_altissima","P07","Syndactyla_rufosuperciliata","B21",1
"Chamissoa_altissima","P07","Thraupis_sayaca","B22",5
"Chamissoa_altissima","P07","Turdus_nigriceps","B23",0
"Chamissoa_altissima","P07","Turdus_rufiventris","B24",0
"Chamissoa_altissima","P07","Vireo.olivaceus","B25",0
"Cissus_striata","P08","Arremon_flavirostris","B01",0
"Cissus_striata","P08","Atlapetes_citrinellus","B02",0
"Cissus_striata","P08","Carduelis_magellanica","B03",0
"Cissus_striata","P08","Catharus_ustulatus","B04",0
"Cissus_striata","P08","Chlorospingus_ophthalmicus","B05",0
"Cissus_striata","P08","Cyanocorax_chrysops","B06",0
"Cissus_striata","P08","Elaenia_albiceps","B07",0
"Cissus_striata","P08","Elaenia_obscura","B08",0
"Cissus_striata","P08","Elaenia_parvirostris","B09",0
"Cissus_striata","P08","Elaenia_spectabilis","B10",0
"Cissus_striata","P08","Euphonia_chlorotica","B11",0
"Cissus_striata","P08","Euphonia_cyanocephala","B12",0
"Cissus_striata","P08","Pachyramphus_validus","B13",0
"Cissus_striata","P08","Parula_pitiayumi","B14",0
"Cissus_striata","P08","Penelope_obscura","B15",0
"Cissus_striata","P08","Pheucticus_aureoventris","B16",0
"Cissus_striata","P08","Phylloscartes_ventralis","B17",0
"Cissus_striata","P08","Pipraeidea_melanonota","B18",0
"Cissus_striata","P08","Piranga_flava","B19",0
"Cissus_striata","P08","Poospiza_erythrophrys","B20",0
"Cissus_striata","P08","Syndactyla_rufosuperciliata","B21",0
"Cissus_striata","P08","Thraupis_sayaca","B22",0
"Cissus_striata","P08","Turdus_nigriceps","B23",1
"Cissus_striata","P08","Turdus_rufiventris","B24",8
"Cissus_striata","P08","Vireo.olivaceus","B25",0
"Cupania_vernalis","P09","Arremon_flavirostris","B01",1
"Cupania_vernalis","P09","Atlapetes_citrinellus","B02",0
"Cupania_vernalis","P09","Carduelis_magellanica","B03",0
"Cupania_vernalis","P09","Catharus_ustulatus","B04",1
"Cupania_vernalis","P09","Chlorospingus_ophthalmicus","B05",0
"Cupania_vernalis","P09","Cyanocorax_chrysops","B06",0
"Cupania_vernalis","P09","Elaenia_albiceps","B07",1
"Cupania_vernalis","P09","Elaenia_obscura","B08",0
"Cupania_vernalis","P09","Elaenia_parvirostris","B09",0
"Cupania_vernalis","P09","Elaenia_spectabilis","B10",0
"Cupania_vernalis","P09","Euphonia_chlorotica","B11",0
"Cupania_vernalis","P09","Euphonia_cyanocephala","B12",0
"Cupania_vernalis","P09","Pachyramphus_validus","B13",0
"Cupania_vernalis","P09","Parula_pitiayumi","B14",0
"Cupania_vernalis","P09","Penelope_obscura","B15",0
"Cupania_vernalis","P09","Pheucticus_aureoventris","B16",0
"Cupania_vernalis","P09","Phylloscartes_ventralis","B17",0
"Cupania_vernalis","P09","Pipraeidea_melanonota","B18",0
"Cupania_vernalis","P09","Piranga_flava","B19",0
"Cupania_vernalis","P09","Poospiza_erythrophrys","B20",0
"Cupania_vernalis","P09","Syndactyla_rufosuperciliata","B21",0
"Cupania_vernalis","P09","Thraupis_sayaca","B22",5
"Cupania_vernalis","P09","Turdus_nigriceps","B23",3
"Cupania_vernalis","P09","Turdus_rufiventris","B24",6
"Cupania_vernalis","P09","Vireo.olivaceus","B25",5
"Duranta_serratifolia","P10","Arremon_flavirostris","B01",0
"Duranta_serratifolia","P10","Atlapetes_citrinellus","B02",0
"Duranta_serratifolia","P10","Carduelis_magellanica","B03",0
"Duranta_serratifolia","P10","Catharus_ustulatus","B04",0
"Duranta_serratifolia","P10","Chlorospingus_ophthalmicus","B05",0
"Duranta_serratifolia","P10","Cyanocorax_chrysops","B06",0
"Duranta_serratifolia","P10","Elaenia_albiceps","B07",0
"Duranta_serratifolia","P10","Elaenia_obscura","B08",0
"Duranta_serratifolia","P10","Elaenia_parvirostris","B09",0
"Duranta_serratifolia","P10","Elaenia_spectabilis","B10",0
"Duranta_serratifolia","P10","Euphonia_chlorotica","B11",0
"Duranta_serratifolia","P10","Euphonia_cyanocephala","B12",0
"Duranta_serratifolia","P10","Pachyramphus_validus","B13",0
"Duranta_serratifolia","P10","Parula_pitiayumi","B14",0
"Duranta_serratifolia","P10","Penelope_obscura","B15",7
"Duranta_serratifolia","P10","Pheucticus_aureoventris","B16",0
"Duranta_serratifolia","P10","Phylloscartes_ventralis","B17",0
"Duranta_serratifolia","P10","Pipraeidea_melanonota","B18",0
"Duranta_serratifolia","P10","Piranga_flava","B19",0
"Duranta_serratifolia","P10","Poospiza_erythrophrys","B20",0
"Duranta_serratifolia","P10","Syndactyla_rufosuperciliata","B21",0
"Duranta_serratifolia","P10","Thraupis_sayaca","B22",0
"Duranta_serratifolia","P10","Turdus_nigriceps","B23",0
"Duranta_serratifolia","P10","Turdus_rufiventris","B24",1
"Duranta_serratifolia","P10","Vireo.olivaceus","B25",0
"Eugenia_uniflora","P11","Arremon_flavirostris","B01",0
"Eugenia_uniflora","P11","Atlapetes_citrinellus","B02",0
"Eugenia_uniflora","P11","Carduelis_magellanica","B03",0
"Eugenia_uniflora","P11","Catharus_ustulatus","B04",0
"Eugenia_uniflora","P11","Chlorospingus_ophthalmicus","B05",0
"Eugenia_uniflora","P11","Cyanocorax_chrysops","B06",0
"Eugenia_uniflora","P11","Elaenia_albiceps","B07",1
"Eugenia_uniflora","P11","Elaenia_obscura","B08",0
"Eugenia_uniflora","P11","Elaenia_parvirostris","B09",0
"Eugenia_uniflora","P11","Elaenia_spectabilis","B10",0
"Eugenia_uniflora","P11","Euphonia_chlorotica","B11",0
"Eugenia_uniflora","P11","Euphonia_cyanocephala","B12",2
"Eugenia_uniflora","P11","Pachyramphus_validus","B13",0
"Eugenia_uniflora","P11","Parula_pitiayumi","B14",0
"Eugenia_uniflora","P11","Penelope_obscura","B15",0
"Eugenia_uniflora","P11","Pheucticus_aureoventris","B16",0
"Eugenia_uniflora","P11","Phylloscartes_ventralis","B17",0
"Eugenia_uniflora","P11","Pipraeidea_melanonota","B18",0
"Eugenia_uniflora","P11","Piranga_flava","B19",0
"Eugenia_uniflora","P11","Poospiza_erythrophrys","B20",0
"Eugenia_uniflora","P11","Syndactyla_rufosuperciliata","B21",0
"Eugenia_uniflora","P11","Thraupis_sayaca","B22",4
"Eugenia_uniflora","P11","Turdus_nigriceps","B23",1
"Eugenia_uniflora","P11","Turdus_rufiventris","B24",26
"Eugenia_uniflora","P11","Vireo.olivaceus","B25",0
"Hoffmannia_australis","P12","Arremon_flavirostris","B01",0
"Hoffmannia_australis","P12","Atlapetes_citrinellus","B02",0
"Hoffmannia_australis","P12","Carduelis_magellanica","B03",0
"Hoffmannia_australis","P12","Catharus_ustulatus","B04",0
"Hoffmannia_australis","P12","Chlorospingus_ophthalmicus","B05",0
"Hoffmannia_australis","P12","Cyanocorax_chrysops","B06",0
"Hoffmannia_australis","P12","Elaenia_albiceps","B07",0
"Hoffmannia_australis","P12","Elaenia_obscura","B08",0
"Hoffmannia_australis","P12","Elaenia_parvirostris","B09",0
"Hoffmannia_australis","P12","Elaenia_spectabilis","B10",0
"Hoffmannia_australis","P12","Euphonia_chlorotica","B11",0
"Hoffmannia_australis","P12","Euphonia_cyanocephala","B12",0
"Hoffmannia_australis","P12","Pachyramphus_validus","B13",0
"Hoffmannia_australis","P12","Parula_pitiayumi","B14",0
"Hoffmannia_australis","P12","Penelope_obscura","B15",0
"Hoffmannia_australis","P12","Pheucticus_aureoventris","B16",0
"Hoffmannia_australis","P12","Phylloscartes_ventralis","B17",0
"Hoffmannia_australis","P12","Pipraeidea_melanonota","B18",0
"Hoffmannia_australis","P12","Piranga_flava","B19",0
"Hoffmannia_australis","P12","Poospiza_erythrophrys","B20",0
"Hoffmannia_australis","P12","Syndactyla_rufosuperciliata","B21",0
"Hoffmannia_australis","P12","Thraupis_sayaca","B22",0
"Hoffmannia_australis","P12","Turdus_nigriceps","B23",0
"Hoffmannia_australis","P12","Turdus_rufiventris","B24",2
"Hoffmannia_australis","P12","Vireo.olivaceus","B25",0
"Lepismium_lumbricoides","P13","Arremon_flavirostris","B01",0
"Lepismium_lumbricoides","P13","Atlapetes_citrinellus","B02",1
"Lepismium_lumbricoides","P13","Carduelis_magellanica","B03",0
"Lepismium_lumbricoides","P13","Catharus_ustulatus","B04",0
"Lepismium_lumbricoides","P13","Chlorospingus_ophthalmicus","B05",0
"Lepismium_lumbricoides","P13","Cyanocorax_chrysops","B06",0
"Lepismium_lumbricoides","P13","Elaenia_albiceps","B07",0
"Lepismium_lumbricoides","P13","Elaenia_obscura","B08",0
"Lepismium_lumbricoides","P13","Elaenia_parvirostris","B09",0
"Lepismium_lumbricoides","P13","Elaenia_spectabilis","B10",0
"Lepismium_lumbricoides","P13","Euphonia_chlorotica","B11",0
"Lepismium_lumbricoides","P13","Euphonia_cyanocephala","B12",0
"Lepismium_lumbricoides","P13","Pachyramphus_validus","B13",0
"Lepismium_lumbricoides","P13","Parula_pitiayumi","B14",0
"Lepismium_lumbricoides","P13","Penelope_obscura","B15",0
"Lepismium_lumbricoides","P13","Pheucticus_aureoventris","B16",0
"Lepismium_lumbricoides","P13","Phylloscartes_ventralis","B17",0
"Lepismium_lumbricoides","P13","Pipraeidea_melanonota","B18",0
"Lepismium_lumbricoides","P13","Piranga_flava","B19",0
"Lepismium_lumbricoides","P13","Poospiza_erythrophrys","B20",0
"Lepismium_lumbricoides","P13","Syndactyla_rufosuperciliata","B21",0
"Lepismium_lumbricoides","P13","Thraupis_sayaca","B22",0
"Lepismium_lumbricoides","P13","Turdus_nigriceps","B23",0
"Lepismium_lumbricoides","P13","Turdus_rufiventris","B24",0
"Lepismium_lumbricoides","P13","Vireo.olivaceus","B25",0
"Morus_alba","P14","Arremon_flavirostris","B01",0
"Morus_alba","P14","Atlapetes_citrinellus","B02",1
"Morus_alba","P14","Carduelis_magellanica","B03",0
"Morus_alba","P14","Catharus_ustulatus","B04",0
"Morus_alba","P14","Chlorospingus_ophthalmicus","B05",0
"Morus_alba","P14","Cyanocorax_chrysops","B06",0
"Morus_alba","P14","Elaenia_albiceps","B07",0
"Morus_alba","P14","Elaenia_obscura","B08",0
"Morus_alba","P14","Elaenia_parvirostris","B09",0
"Morus_alba","P14","Elaenia_spectabilis","B10",0
"Morus_alba","P14","Euphonia_chlorotica","B11",0
"Morus_alba","P14","Euphonia_cyanocephala","B12",0
"Morus_alba","P14","Pachyramphus_validus","B13",0
"Morus_alba","P14","Parula_pitiayumi","B14",0
"Morus_alba","P14","Penelope_obscura","B15",0
"Morus_alba","P14","Pheucticus_aureoventris","B16",0
"Morus_alba","P14","Phylloscartes_ventralis","B17",0
"Morus_alba","P14","Pipraeidea_melanonota","B18",0
"Morus_alba","P14","Piranga_flava","B19",0
"Morus_alba","P14","Poospiza_erythrophrys","B20",0
"Morus_alba","P14","Syndactyla_rufosuperciliata","B21",0
"Morus_alba","P14","Thraupis_sayaca","B22",0
"Morus_alba","P14","Turdus_nigriceps","B23",0
"Morus_alba","P14","Turdus_rufiventris","B24",2
"Morus_alba","P14","Vireo.olivaceus","B25",0
"Myrcianthes_pungens","P15","Arremon_flavirostris","B01",0
"Myrcianthes_pungens","P15","Atlapetes_citrinellus","B02",0
"Myrcianthes_pungens","P15","Carduelis_magellanica","B03",0
"Myrcianthes_pungens","P15","Catharus_ustulatus","B04",0
"Myrcianthes_pungens","P15","Chlorospingus_ophthalmicus","B05",0
"Myrcianthes_pungens","P15","Cyanocorax_chrysops","B06",0
"Myrcianthes_pungens","P15","Elaenia_albiceps","B07",0
"Myrcianthes_pungens","P15","Elaenia_obscura","B08",0
"Myrcianthes_pungens","P15","Elaenia_parvirostris","B09",0
"Myrcianthes_pungens","P15","Elaenia_spectabilis","B10",0
"Myrcianthes_pungens","P15","Euphonia_chlorotica","B11",0
"Myrcianthes_pungens","P15","Euphonia_cyanocephala","B12",0
"Myrcianthes_pungens","P15","Pachyramphus_validus","B13",0
"Myrcianthes_pungens","P15","Parula_pitiayumi","B14",0
"Myrcianthes_pungens","P15","Penelope_obscura","B15",0
"Myrcianthes_pungens","P15","Pheucticus_aureoventris","B16",0
"Myrcianthes_pungens","P15","Phylloscartes_ventralis","B17",0
"Myrcianthes_pungens","P15","Pipraeidea_melanonota","B18",0
"Myrcianthes_pungens","P15","Piranga_flava","B19",0
"Myrcianthes_pungens","P15","Poospiza_erythrophrys","B20",0
"Myrcianthes_pungens","P15","Syndactyla_rufosuperciliata","B21",0
"Myrcianthes_pungens","P15","Thraupis_sayaca","B22",0
"Myrcianthes_pungens","P15","Turdus_nigriceps","B23",0
"Myrcianthes_pungens","P15","Turdus_rufiventris","B24",1
"Myrcianthes_pungens","P15","Vireo.olivaceus","B25",0
"Myrsine_laetevirens","P16","Arremon_flavirostris","B01",0
"Myrsine_laetevirens","P16","Atlapetes_citrinellus","B02",0
"Myrsine_laetevirens","P16","Carduelis_magellanica","B03",0
"Myrsine_laetevirens","P16","Catharus_ustulatus","B04",0
"Myrsine_laetevirens","P16","Chlorospingus_ophthalmicus","B05",4
"Myrsine_laetevirens","P16","Cyanocorax_chrysops","B06",0
"Myrsine_laetevirens","P16","Elaenia_albiceps","B07",0
"Myrsine_laetevirens","P16","Elaenia_obscura","B08",0
"Myrsine_laetevirens","P16","Elaenia_parvirostris","B09",0
"Myrsine_laetevirens","P16","Elaenia_spectabilis","B10",0
"Myrsine_laetevirens","P16","Euphonia_chlorotica","B11",0
"Myrsine_laetevirens","P16","Euphonia_cyanocephala","B12",0
"Myrsine_laetevirens","P16","Pachyramphus_validus","B13",0
"Myrsine_laetevirens","P16","Parula_pitiayumi","B14",0
"Myrsine_laetevirens","P16","Penelope_obscura","B15",0
"Myrsine_laetevirens","P16","Pheucticus_aureoventris","B16",0
"Myrsine_laetevirens","P16","Phylloscartes_ventralis","B17",0
"Myrsine_laetevirens","P16","Pipraeidea_melanonota","B18",0
"Myrsine_laetevirens","P16","Piranga_flava","B19",0
"Myrsine_laetevirens","P16","Poospiza_erythrophrys","B20",0
"Myrsine_laetevirens","P16","Syndactyla_rufosuperciliata","B21",0
"Myrsine_laetevirens","P16","Thraupis_sayaca","B22",30
"Myrsine_laetevirens","P16","Turdus_nigriceps","B23",1
"Myrsine_laetevirens","P16","Turdus_rufiventris","B24",14
"Myrsine_laetevirens","P16","Vireo.olivaceus","B25",0
"Ocotea_porphyria","P17","Arremon_flavirostris","B01",0
"Ocotea_porphyria","P17","Atlapetes_citrinellus","B02",0
"Ocotea_porphyria","P17","Carduelis_magellanica","B03",0
"Ocotea_porphyria","P17","Catharus_ustulatus","B04",0
"Ocotea_porphyria","P17","Chlorospingus_ophthalmicus","B05",2
"Ocotea_porphyria","P17","Cyanocorax_chrysops","B06",0
"Ocotea_porphyria","P17","Elaenia_albiceps","B07",3
"Ocotea_porphyria","P17","Elaenia_obscura","B08",0
"Ocotea_porphyria","P17","Elaenia_parvirostris","B09",0
"Ocotea_porphyria","P17","Elaenia_spectabilis","B10",0
"Ocotea_porphyria","P17","Euphonia_chlorotica","B11",1
"Ocotea_porphyria","P17","Euphonia_cyanocephala","B12",0
"Ocotea_porphyria","P17","Pachyramphus_validus","B13",0
"Ocotea_porphyria","P17","Parula_pitiayumi","B14",0
"Ocotea_porphyria","P17","Penelope_obscura","B15",0
"Ocotea_porphyria","P17","Pheucticus_aureoventris","B16",0
"Ocotea_porphyria","P17","Phylloscartes_ventralis","B17",0
"Ocotea_porphyria","P17","Pipraeidea_melanonota","B18",0
"Ocotea_porphyria","P17","Piranga_flava","B19",0
"Ocotea_porphyria","P17","Poospiza_erythrophrys","B20",0
"Ocotea_porphyria","P17","Syndactyla_rufosuperciliata","B21",0
"Ocotea_porphyria","P17","Thraupis_sayaca","B22",9
"Ocotea_porphyria","P17","Turdus_nigriceps","B23",0
"Ocotea_porphyria","P17","Turdus_rufiventris","B24",12
"Ocotea_porphyria","P17","Vireo.olivaceus","B25",0
"Phoradendron_spp","P18","Arremon_flavirostris","B01",0
"Phoradendron_spp","P18","Atlapetes_citrinellus","B02",0
"Phoradendron_spp","P18","Carduelis_magellanica","B03",2
"Phoradendron_spp","P18","Catharus_ustulatus","B04",4
"Phoradendron_spp","P18","Chlorospingus_ophthalmicus","B05",46
"Phoradendron_spp","P18","Cyanocorax_chrysops","B06",0
"Phoradendron_spp","P18","Elaenia_albiceps","B07",0
"Phoradendron_spp","P18","Elaenia_obscura","B08",0
"Phoradendron_spp","P18","Elaenia_parvirostris","B09",2
"Phoradendron_spp","P18","Elaenia_spectabilis","B10",0
"Phoradendron_spp","P18","Euphonia_chlorotica","B11",34
